"school","treat","female","nonwhite","ses","pretest","posttest","region","private","urban"
1,0,0,0,0,49,53,1,0,1
1,0,0,0,1,55,55,1,0,1
1,0,1,1,1,38,39,1,0,1
1,0,0,0,1,50,60,1,0,1
1,0,0,0,1,80,97,1,0,1
1,0,0,0,0,42,41,1,0,1
1,0,0,1,1,54,53,1,0,1
1,0,1,0,1,63,67,1,0,1
1,0,0,0,1,56,60,1,0,1
2,1,1,1,1,62,65,1,0,1
2,1,1,1,1,60,67,1,0,1
2,1,1,1,1,54,62,1,0,1
2,1,0,0,0,61,72,1,0,1
2,1,0,0,1,56,59,1,0,1
2,1,1,0,1,48,55,1,0,1
2,1,0,1,1,32,33,1,0,1
2,1,1,0,1,68,76,1,0,1
2,1,1,1,0,59,69,1,0,1
2,1,0,0,1,63,69,1,0,1
2,1,1,0,1,60,69,1,0,1
2,1,0,0,1,60,60,1,0,1
2,1,0,1,1,69,77,1,0,1
2,1,0,0,1,42,57,1,0,1
2,1,1,0,1,52,55,1,0,1
2,1,0,0,1,49,51,1,0,1
2,1,0,0,1,48,53,1,0,1
2,1,1,0,1,62,75,1,0,1
2,1,0,0,1,50,64,1,0,1
2,1,0,1,1,31,38,1,0,1
2,1,0,1,1,68,78,1,0,1
2,1,0,0,1,48,52,1,0,1
2,1,1,0,1,53,63,1,0,1
2,1,1,1,1,57,69,1,0,1
2,1,1,0,1,60,72,1,0,1
2,1,0,1,0,76,83,1,0,1
2,1,1,0,1,75,83,1,0,1
2,1,0,1,1,55,55,1,0,1
2,1,0,0,0,78,80,1,0,1
2,1,1,1,0,71,77,1,0,1
2,1,1,0,0,60,70,1,0,1
2,1,1,0,1,50,56,1,0,1
2,1,0,0,1,72,85,1,0,1
2,1,0,0,1,55,64,1,0,1
2,1,1,0,1,81,87,1,0,1
2,1,0,0,0,48,59,1,0,1
2,1,1,0,1,58,72,1,0,1
2,1,0,0,1,57,68,1,0,1
2,1,0,0,1,58,60,1,0,1
2,1,1,0,1,62,79,1,0,1
2,1,1,0,1,57,62,1,0,1
2,1,0,1,1,52,58,1,0,1
2,1,1,1,1,50,58,1,0,1
2,1,1,0,0,54,66,1,0,1
2,1,0,0,1,55,68,1,0,1
2,1,0,0,1,61,68,1,0,1
2,1,0,0,0,38,49,1,0,1
2,1,1,0,1,57,64,1,0,1
2,1,1,1,1,37,36,1,0,1
2,1,1,0,1,49,53,1,0,1
2,1,1,0,1,47,48,1,0,1
2,1,1,1,0,58,66,1,0,1
2,1,0,0,1,55,61,1,0,1
2,1,0,0,1,55,59,1,0,1
2,1,0,1,1,61,69,1,0,1
2,1,0,1,1,52,57,1,0,1
2,1,0,1,1,58,62,1,0,1
2,1,0,0,0,70,88,1,0,1
2,1,1,0,1,56,65,1,0,1
2,1,1,0,1,60,65,1,0,1
2,1,0,0,1,44,45,1,0,1
2,1,0,0,1,69,79,1,0,1
2,1,0,1,1,46,55,1,0,1
2,1,1,1,1,60,60,1,0,1
2,1,1,1,1,51,58,1,0,1
2,1,0,0,1,48,52,1,0,1
2,1,1,0,1,62,72,1,0,1
2,1,1,0,1,59,70,1,0,1
2,1,1,0,1,59,70,1,0,1
2,1,0,1,1,61,69,1,0,1
2,1,0,0,1,67,74,1,0,1
2,1,1,0,1,73,83,1,0,1
2,1,1,0,1,57,66,1,0,1
2,1,1,0,1,64,77,1,0,1
2,1,1,0,1,42,47,1,0,1
2,1,1,0,0,41,43,1,0,1
2,1,0,1,1,56,66,1,0,1
2,1,1,0,1,52,56,1,0,1
2,1,0,0,1,51,60,1,0,1
2,1,1,0,1,51,55,1,0,1
2,1,0,1,1,46,50,1,0,1
3,0,1,0,1,63,64,1,0,1
3,0,0,0,1,41,41,1,0,1
3,0,0,0,1,44,49,1,0,1
3,0,0,1,0,51,53,1,0,1
3,0,1,0,1,42,47,1,0,1
3,0,1,0,0,55,60,1,0,1
3,0,0,0,0,58,60,1,0,1
3,0,0,0,1,31,27,1,0,1
3,0,1,0,0,69,73,1,0,1
3,0,0,0,0,56,62,1,0,1
3,0,0,0,1,79,86,1,0,1
3,0,0,1,1,60,61,1,0,1
3,0,0,1,1,48,53,1,0,1
3,0,1,1,1,58,62,1,0,1
3,0,0,0,1,51,57,1,0,1
3,0,0,1,1,33,39,1,0,1
3,0,0,0,1,43,50,1,0,1
3,0,1,0,1,48,53,1,0,1
3,0,0,0,1,52,55,1,0,1
3,0,1,1,1,60,59,1,0,1
3,0,0,0,0,52,57,1,0,1
3,0,1,1,1,60,60,1,0,1
3,0,0,0,0,70,77,1,0,1
3,0,0,1,0,64,61,1,0,1
3,0,0,0,1,63,65,1,0,1
3,0,0,1,1,37,39,1,0,1
3,0,1,1,0,78,82,1,0,1
3,0,1,0,1,55,54,1,0,1
3,0,1,0,0,77,81,1,0,1
3,0,0,0,1,48,48,1,0,1
3,0,0,0,1,52,52,1,0,1
3,0,1,0,0,58,60,1,0,1
3,0,0,0,0,70,75,1,0,1
3,0,1,0,1,53,58,1,0,1
3,0,0,0,1,39,43,1,0,1
3,0,1,1,0,63,68,1,0,1
3,0,1,0,0,64,70,1,0,1
3,0,0,0,1,43,45,1,0,1
3,0,1,1,0,79,82,1,0,1
3,0,1,0,0,44,44,1,0,1
3,0,0,0,0,51,59,1,0,1
3,0,0,0,1,59,63,1,0,1
3,0,0,0,1,53,55,1,0,1
3,0,0,1,1,53,57,1,0,1
3,0,0,0,0,48,51,1,0,1
3,0,0,0,1,62,67,1,0,1
3,0,1,0,1,72,73,1,0,1
3,0,1,1,0,60,63,1,0,1
3,0,0,1,0,39,43,1,0,1
3,0,1,0,0,51,57,1,0,1
3,0,1,0,0,70,73,1,0,1
3,0,0,0,1,54,54,1,0,1
3,0,1,0,1,60,60,1,0,1
3,0,0,0,0,43,47,1,0,1
3,0,1,0,0,51,57,1,0,1
3,0,1,1,0,52,60,1,0,1
3,0,0,0,0,43,50,1,0,1
3,0,0,0,1,48,50,1,0,1
3,0,0,0,0,33,38,1,0,1
3,0,1,0,1,51,50,1,0,1
3,0,0,0,1,38,46,1,0,1
3,0,0,0,1,59,67,1,0,1
3,0,0,0,0,50,51,1,0,1
3,0,0,0,1,43,47,1,0,1
3,0,0,1,0,51,55,1,0,1
3,0,0,0,1,65,69,1,0,1
3,0,0,0,0,50,50,1,0,1
3,0,0,0,1,66,70,1,0,1
3,0,0,0,0,68,73,1,0,1
3,0,0,0,1,44,49,1,0,1
3,0,0,1,0,67,79,1,0,1
3,0,1,0,1,52,53,1,0,1
3,0,0,0,0,59,65,1,0,1
3,0,0,0,1,50,51,1,0,1
3,0,1,0,1,41,45,1,0,1
3,0,1,0,1,61,64,1,0,1
3,0,0,0,0,47,48,1,0,1
3,0,1,0,1,46,47,1,0,1
4,1,0,0,0,60,70,1,0,1
4,1,0,0,1,64,74,1,0,1
4,1,1,0,0,64,77,1,0,1
4,1,1,0,0,59,69,1,0,1
4,1,1,0,1,60,62,1,0,1
4,1,0,0,1,48,57,1,0,1
4,1,1,0,0,53,64,1,0,1
4,1,1,0,0,52,52,1,0,1
4,1,1,0,1,50,58,1,0,1
4,1,0,0,1,59,71,1,0,1
4,1,0,0,1,59,63,1,0,1
4,1,1,0,0,59,76,1,0,1
4,1,0,0,0,57,57,1,0,1
4,1,1,0,1,69,74,1,0,1
4,1,0,0,1,67,73,1,0,1
4,1,0,1,1,69,75,1,0,1
4,1,0,0,0,49,63,1,0,1
4,1,1,0,0,55,70,1,0,1
4,1,0,0,0,70,93,1,0,1
4,1,1,0,1,70,80,1,0,1
4,1,1,0,0,62,67,1,0,1
4,1,1,1,1,49,53,1,0,1
4,1,1,0,1,60,72,1,0,1
4,1,1,0,0,61,72,1,0,1
4,1,1,0,1,61,59,1,0,1
4,1,1,0,0,66,69,1,0,1
4,1,1,0,1,68,73,1,0,1
4,1,0,0,1,69,75,1,0,1
4,1,0,0,1,67,75,1,0,1
4,1,1,1,1,66,80,1,0,1
4,1,1,1,1,62,65,1,0,1
4,1,0,0,0,49,70,1,0,1
4,1,0,0,0,62,71,1,0,1
4,1,1,0,1,63,74,1,0,1
4,1,1,1,1,60,68,1,0,1
4,1,0,0,0,63,69,1,0,1
4,1,0,0,0,57,71,1,0,1
4,1,0,1,0,55,67,1,0,1
4,1,1,0,1,56,60,1,0,1
4,1,0,1,0,63,78,1,0,1
4,1,0,0,0,52,59,1,0,1
4,1,0,0,1,54,67,1,0,1
4,1,0,0,1,49,54,1,0,1
4,1,1,1,1,58,64,1,0,1
4,1,1,0,1,70,85,1,0,1
4,1,0,0,1,57,75,1,0,1
4,1,0,0,1,57,65,1,0,1
4,1,0,0,0,65,75,1,0,1
4,1,0,1,1,40,50,1,0,1
4,1,0,0,1,60,71,1,0,1
4,1,1,1,0,54,53,1,0,1
4,1,0,1,1,60,66,1,0,1
4,1,1,0,0,57,66,1,0,1
4,1,0,0,0,64,76,1,0,1
4,1,1,0,0,60,65,1,0,1
4,1,0,0,1,50,59,1,0,1
4,1,0,0,1,45,63,1,0,1
4,1,0,0,1,54,64,1,0,1
4,1,1,0,0,54,53,1,0,1
4,1,1,1,1,62,66,1,0,1
4,1,1,0,0,75,83,1,0,1
4,1,0,0,1,49,64,1,0,1
4,1,0,1,0,58,68,1,0,1
4,1,1,0,1,54,64,1,0,1
4,1,1,0,0,64,75,1,0,1
4,1,1,0,1,68,74,1,0,1
4,1,0,0,1,60,67,1,0,1
4,1,0,0,1,50,60,1,0,1
4,1,0,1,1,45,54,1,0,1
4,1,0,0,1,45,52,1,0,1
4,1,1,0,0,50,63,1,0,1
4,1,1,1,0,68,69,1,0,1
4,1,0,0,1,63,76,1,0,1
4,1,1,0,1,73,78,1,0,1
4,1,0,0,0,72,91,1,0,1
4,1,0,0,1,60,71,1,0,1
4,1,0,0,0,71,72,1,0,1
4,1,1,0,0,71,84,1,0,1
4,1,0,0,1,60,69,1,0,1
4,1,1,1,0,62,71,1,0,1
4,1,1,0,0,60,67,1,0,1
4,1,1,0,1,52,55,1,0,1
4,1,0,0,1,66,76,1,0,1
4,1,1,0,0,53,68,1,0,1
4,1,1,0,0,60,70,1,0,1
4,1,0,0,1,51,55,1,0,1
4,1,0,1,1,56,55,1,0,1
4,1,0,1,0,60,73,1,0,1
4,1,1,0,1,51,51,1,0,1
4,1,1,0,0,70,86,1,0,1
4,1,1,0,1,65,68,1,0,1
4,1,0,0,0,62,80,1,0,1
4,1,0,0,1,62,69,1,0,1
4,1,1,0,0,61,59,1,0,1
4,1,1,0,1,60,70,1,0,1
4,1,1,0,0,63,81,1,0,1
4,1,0,1,1,74,83,1,0,1
4,1,1,0,0,59,65,1,0,1
4,1,0,0,1,59,76,1,0,1
4,1,1,0,0,58,67,1,0,1
4,1,1,1,1,56,57,1,0,1
4,1,0,0,1,54,59,1,0,1
4,1,1,1,0,58,72,1,0,1
4,1,0,1,0,58,63,1,0,1
4,1,0,1,1,64,71,1,0,1
4,1,1,0,0,57,63,1,0,1
4,1,0,0,0,67,81,1,0,1
4,1,0,0,0,69,81,1,0,1
4,1,0,0,0,58,63,1,0,1
4,1,1,0,0,54,64,1,0,1
4,1,0,0,0,52,72,1,0,1
4,1,1,0,0,56,59,1,0,1
4,1,0,0,0,66,80,1,0,1
4,1,0,0,0,44,49,1,0,1
4,1,0,0,0,69,79,1,0,1
4,1,1,0,0,53,56,1,0,1
4,1,1,0,1,66,69,1,0,1
4,1,1,1,0,67,77,1,0,1
4,1,1,0,0,59,58,1,0,1
4,1,0,1,0,73,89,1,0,1
4,1,1,1,0,53,59,1,0,1
4,1,1,1,1,54,55,1,0,1
4,1,0,1,1,53,54,1,0,1
4,1,1,0,0,61,63,1,0,1
4,1,1,0,0,68,77,1,0,1
5,0,1,0,0,75,79,1,0,1
5,0,0,0,1,34,43,1,0,1
5,0,0,1,1,59,67,1,0,1
5,0,1,0,0,66,75,1,0,1
5,0,0,0,0,50,55,1,0,1
5,0,1,0,0,43,48,1,0,1
5,0,0,0,0,48,50,1,0,1
5,0,0,0,1,34,37,1,0,1
5,0,0,0,1,49,54,1,0,1
5,0,1,0,0,60,58,1,0,1
5,0,0,1,1,60,65,1,0,1
5,0,0,1,0,72,74,1,0,1
5,0,0,0,1,42,45,1,0,1
5,0,0,0,0,58,59,1,0,1
5,0,1,1,0,60,59,1,0,1
5,0,1,0,1,45,48,1,0,1
5,0,0,1,1,49,61,1,0,1
5,0,1,0,1,52,57,1,0,1
5,0,1,1,1,33,22,1,0,1
5,0,1,0,1,46,54,1,0,1
5,0,1,0,1,47,55,1,0,1
5,0,1,0,0,74,72,1,0,1
5,0,1,0,0,63,63,1,0,1
5,0,0,0,0,60,66,1,0,1
5,0,0,0,1,66,62,1,0,1
5,0,0,0,0,78,84,1,0,1
5,0,1,0,1,37,35,1,0,1
5,0,1,1,1,53,48,1,0,1
5,0,0,0,0,70,80,1,0,1
5,0,0,0,1,49,55,1,0,1
5,0,0,0,1,46,49,1,0,1
5,0,0,1,0,50,54,1,0,1
5,0,0,0,1,61,59,1,0,1
5,0,0,0,0,75,85,1,0,1
5,0,0,0,1,50,49,1,0,1
5,0,0,0,1,55,58,1,0,1
5,0,1,1,1,66,70,1,0,1
5,0,0,0,1,66,76,1,0,1
5,0,0,0,0,59,68,1,0,1
5,0,0,0,0,86,99,1,0,1
5,0,0,1,1,59,57,1,0,1
5,0,1,1,1,53,57,1,0,1
5,0,1,0,0,76,77,1,0,1
5,0,1,1,1,65,67,1,0,1
5,0,0,0,0,66,79,1,0,1
5,0,0,0,0,50,54,1,0,1
5,0,1,0,1,61,61,1,0,1
5,0,1,0,0,61,73,1,0,1
5,0,0,0,1,68,68,1,0,1
5,0,0,0,0,67,68,1,0,1
5,0,0,0,0,60,71,1,0,1
5,0,0,0,0,47,61,1,0,1
5,0,1,0,1,35,31,1,0,1
5,0,0,1,1,64,65,1,0,1
5,0,0,0,1,37,49,1,0,1
5,0,0,1,1,58,64,1,0,1
5,0,0,0,1,51,50,1,0,1
5,0,0,0,0,57,69,1,0,1
5,0,1,0,1,63,73,1,0,1
5,0,0,0,1,57,66,1,0,1
5,0,0,0,1,65,77,1,0,1
5,0,0,0,1,46,56,1,0,1
5,0,0,0,1,51,51,1,0,1
5,0,1,0,0,84,85,1,0,1
5,0,0,0,1,74,77,1,0,1
5,0,0,0,1,76,72,1,0,1
5,0,0,0,1,70,75,1,0,1
5,0,1,0,1,80,77,1,0,1
5,0,1,0,1,38,46,1,0,1
5,0,0,0,1,60,59,1,0,1
5,0,1,1,0,60,59,1,0,1
5,0,1,0,0,47,49,1,0,1
5,0,0,0,1,64,71,1,0,1
5,0,0,0,1,61,67,1,0,1
5,0,0,0,1,73,73,1,0,1
5,0,1,0,0,41,42,1,0,1
5,0,1,0,0,49,55,1,0,1
5,0,0,0,1,56,59,1,0,1
5,0,0,0,0,59,62,1,0,1
5,0,1,0,1,60,65,1,0,1
5,0,1,0,1,60,60,1,0,1
5,0,0,0,1,52,54,1,0,1
5,0,1,0,1,70,72,1,0,1
5,0,1,1,1,52,61,1,0,1
5,0,0,0,0,65,74,1,0,1
5,0,1,1,1,48,48,1,0,1
5,0,0,1,0,54,51,1,0,1
5,0,0,0,0,65,74,1,0,1
5,0,0,0,0,57,63,1,0,1
5,0,0,1,1,67,68,1,0,1
5,0,1,0,0,55,64,1,0,1
5,0,1,0,1,55,54,1,0,1
5,0,1,0,1,37,40,1,0,1
5,0,0,0,1,52,56,1,0,1
5,0,0,0,1,63,71,1,0,1
5,0,1,1,0,69,70,1,0,1
5,0,0,1,0,62,63,1,0,1
5,0,0,0,1,73,78,1,0,1
5,0,0,1,0,55,56,1,0,1
5,0,1,0,1,81,82,1,0,1
5,0,0,0,1,58,59,1,0,1
5,0,0,0,0,64,67,1,0,1
5,0,0,0,0,68,69,1,0,1
5,0,0,0,0,63,69,1,0,1
5,0,1,0,1,63,59,1,0,1
6,1,1,1,0,61,66,1,0,1
6,1,0,0,1,39,43,1,0,1
6,1,1,1,1,23,35,1,0,1
6,1,1,0,1,62,51,1,0,1
6,1,0,0,1,36,30,1,0,1
6,1,1,1,0,65,70,1,0,1
6,1,0,1,1,64,69,1,0,1
6,1,1,0,1,48,60,1,0,1
6,1,1,1,1,53,57,1,0,1
6,1,0,1,0,64,92,1,0,1
6,1,1,0,0,71,83,1,0,1
6,1,1,0,1,58,58,1,0,1
6,1,0,1,1,76,94,1,0,1
6,1,0,0,1,55,66,1,0,1
6,1,1,1,1,34,50,1,0,1
6,1,0,0,0,62,78,1,0,1
6,1,0,1,1,21,11,1,0,1
6,1,0,1,1,51,52,1,0,1
6,1,1,1,0,46,58,1,0,1
6,1,0,1,1,29,29,1,0,1
6,1,0,0,0,40,46,1,0,1
6,1,0,0,0,70,74,1,0,1
6,1,1,1,1,49,60,1,0,1
6,1,0,0,1,54,46,1,0,1
6,1,1,1,0,59,69,1,0,1
6,1,0,1,1,47,60,1,0,1
6,1,1,1,1,38,40,1,0,1
6,1,1,0,1,37,47,1,0,1
6,1,0,1,1,69,73,1,0,1
6,1,1,0,1,57,67,1,0,1
6,1,0,0,1,40,47,1,0,1
6,1,1,1,1,61,65,1,0,1
6,1,1,0,1,59,62,1,0,1
6,1,1,1,0,52,54,1,0,1
6,1,1,0,1,53,57,1,0,1
6,1,1,0,1,50,51,1,0,1
6,1,1,0,0,48,51,1,0,1
6,1,0,1,0,72,81,1,0,1
6,1,1,0,1,58,56,1,0,1
6,1,0,0,1,54,58,1,0,1
6,1,1,0,0,60,88,1,0,1
6,1,0,1,0,75,94,1,0,1
6,1,1,0,1,53,50,1,0,1
6,1,1,0,1,56,62,1,0,1
6,1,1,1,0,46,64,1,0,1
6,1,1,1,1,58,62,1,0,1
6,1,1,1,1,49,60,1,0,1
6,1,0,0,1,63,66,1,0,1
6,1,1,0,1,63,59,1,0,1
6,1,1,0,0,56,71,1,0,1
6,1,1,0,1,49,62,1,0,1
6,1,1,0,0,47,54,1,0,1
6,1,1,0,1,47,58,1,0,1
6,1,1,0,0,79,80,1,0,1
6,1,1,1,0,52,55,1,0,1
6,1,0,0,1,71,64,1,0,1
6,1,1,0,0,57,58,1,0,1
6,1,0,1,1,50,60,1,0,1
6,1,1,1,1,60,54,1,0,1
6,1,0,0,1,55,68,1,0,1
6,1,1,0,1,30,31,1,0,1
6,1,1,0,1,50,53,1,0,1
6,1,0,0,0,37,43,1,0,1
6,1,1,0,1,54,68,1,0,1
6,1,1,0,1,55,52,1,0,1
6,1,1,0,0,51,61,1,0,1
6,1,1,0,1,55,65,1,0,1
6,1,0,0,1,35,32,1,0,1
6,1,1,1,0,44,48,1,0,1
6,1,0,1,1,49,62,1,0,1
6,1,0,1,0,66,77,1,0,1
6,1,1,0,0,64,64,1,0,1
6,1,0,1,1,54,70,1,0,1
6,1,0,0,1,57,69,1,0,1
6,1,1,0,1,43,57,1,0,1
6,1,0,0,0,41,43,1,0,1
6,1,1,0,0,86,94,1,0,1
6,1,1,0,0,63,65,1,0,1
6,1,0,1,1,74,76,1,0,1
6,1,0,0,1,50,46,1,0,1
6,1,0,1,1,44,44,1,0,1
6,1,1,1,0,68,77,1,0,1
6,1,1,0,1,56,66,1,0,1
6,1,0,0,1,34,32,1,0,1
6,1,1,0,1,48,60,1,0,1
6,1,1,0,1,53,40,1,0,1
6,1,1,0,1,61,79,1,0,1
6,1,1,1,1,76,80,1,0,1
6,1,1,0,0,47,61,1,0,1
6,1,1,1,0,59,76,1,0,1
6,1,1,0,1,56,68,1,0,1
6,1,1,0,0,54,64,1,0,1
6,1,0,0,1,53,53,1,0,1
6,1,1,0,0,69,67,1,0,1
6,1,0,1,1,63,72,1,0,1
6,1,1,0,0,39,55,1,0,1
6,1,0,1,1,55,68,1,0,1
6,1,1,0,1,57,63,1,0,1
6,1,0,0,0,54,49,1,0,1
6,1,1,0,1,43,59,1,0,1
7,0,1,1,1,47,49,2,0,1
7,0,1,1,1,60,51,2,0,1
7,0,1,0,1,54,60,2,0,1
7,0,0,0,1,61,63,2,0,1
7,0,1,1,1,60,60,2,0,1
7,0,1,0,1,67,71,2,0,1
7,0,0,0,1,56,60,2,0,1
7,0,1,0,1,39,43,2,0,1
7,0,1,0,1,63,63,2,0,1
7,0,1,0,1,63,68,2,0,1
7,0,0,0,0,46,39,2,0,1
7,0,1,1,1,53,49,2,0,1
7,0,1,0,1,45,50,2,0,1
7,0,0,0,1,51,44,2,0,1
7,0,0,0,1,49,51,2,0,1
7,0,1,1,0,49,46,2,0,1
7,0,0,0,1,56,58,2,0,1
7,0,1,0,1,44,41,2,0,1
7,0,1,1,1,49,50,2,0,1
7,0,0,0,0,60,54,2,0,1
7,0,1,1,1,38,32,2,0,1
7,0,0,1,1,46,48,2,0,1
7,0,0,0,1,55,61,2,0,1
7,0,1,0,1,65,72,2,0,1
7,0,1,0,0,58,57,2,0,1
7,0,1,0,1,55,57,2,0,1
7,0,1,1,1,56,63,2,0,1
7,0,0,0,0,52,54,2,0,1
7,0,1,0,1,51,38,2,0,1
7,0,1,0,1,45,48,2,0,1
7,0,1,0,1,61,60,2,0,1
7,0,1,0,1,69,68,2,0,1
7,0,0,0,1,46,51,2,0,1
7,0,0,1,0,42,37,2,0,1
7,0,1,0,1,51,51,2,0,1
7,0,0,1,0,56,59,2,0,1
7,0,1,0,0,36,39,2,0,1
7,0,0,0,0,63,77,2,0,1
7,0,0,0,0,66,65,2,0,1
7,0,0,1,1,52,46,2,0,1
7,0,0,1,0,55,56,2,0,1
7,0,0,0,1,50,50,2,0,1
7,0,1,0,1,55,50,2,0,1
7,0,1,0,0,68,74,2,0,1
7,0,0,0,0,49,48,2,0,1
7,0,0,1,1,51,50,2,0,1
7,0,1,0,0,60,63,2,0,1
7,0,1,0,1,49,48,2,0,1
7,0,1,0,1,56,48,2,0,1
7,0,1,0,1,61,51,2,0,1
7,0,0,0,1,42,40,2,0,1
7,0,0,1,1,55,58,2,0,1
7,0,1,0,1,60,66,2,0,1
7,0,0,0,1,49,47,2,0,1
7,0,0,0,1,64,84,2,0,1
7,0,1,1,1,57,60,2,0,1
7,0,1,0,1,41,44,2,0,1
7,0,0,0,1,52,59,2,0,1
7,0,0,0,1,49,51,2,0,1
7,0,1,1,1,59,57,2,0,1
7,0,0,0,0,56,57,2,0,1
7,0,1,0,1,57,62,2,0,1
7,0,1,1,1,47,54,2,0,1
7,0,1,0,1,51,42,2,0,1
7,0,1,0,1,55,60,2,0,1
7,0,1,0,1,55,51,2,0,1
7,0,1,0,1,50,44,2,0,1
7,0,0,0,1,70,82,2,0,1
7,0,0,0,1,61,71,2,0,1
7,0,0,0,0,72,78,2,0,1
7,0,0,0,1,66,67,2,0,1
7,0,1,0,1,50,47,2,0,1
7,0,0,0,1,62,70,2,0,1
7,0,1,0,1,38,42,2,0,1
7,0,0,0,0,59,61,2,0,1
7,0,0,0,1,52,45,2,0,1
7,0,0,0,1,45,45,2,0,1
7,0,1,0,1,48,56,2,0,1
7,0,0,1,1,62,67,2,0,1
7,0,0,0,1,39,32,2,0,1
7,0,1,1,1,52,50,2,0,1
7,0,0,0,1,53,60,2,0,1
7,0,1,1,1,46,40,2,0,1
7,0,1,0,1,44,46,2,0,1
7,0,0,0,1,47,53,2,0,1
7,0,0,0,1,57,63,2,0,1
7,0,0,0,1,58,62,2,0,1
7,0,1,0,1,59,48,2,0,1
8,1,1,0,1,42,50,2,0,1
8,1,0,0,0,60,71,2,0,1
8,1,1,0,1,68,76,2,0,1
8,1,1,0,1,66,80,2,0,1
