"school","treat","female","nonwhite","ses","pretest","posttest","region","private","urban"
4,0,0,1,1,66,66,1,0,1
4,0,1,0,1,60,68,1,0,1
4,0,1,0,0,53,54,1,0,1
4,0,1,0,0,65,66,1,0,1
4,0,0,0,0,63,67,1,0,1
4,0,1,0,1,57,59,1,0,1
4,0,1,0,1,57,54,1,0,1
4,0,0,0,0,71,82,1,0,1
4,0,1,0,0,56,54,1,0,1
4,0,1,0,0,60,69,1,0,1
4,0,1,0,1,57,62,1,0,1
4,0,1,0,0,58,68,1,0,1
4,0,1,0,1,59,55,1,0,1
4,0,1,0,1,55,58,1,0,1
4,0,1,1,1,66,60,1,0,1
4,0,1,0,0,62,59,1,0,1
4,0,0,1,1,63,66,1,0,1
4,0,1,0,1,55,55,1,0,1
4,0,0,0,0,73,76,1,0,1
4,0,1,0,0,60,67,1,0,1
4,0,1,1,0,70,75,1,0,1
4,0,0,0,0,56,64,1,0,1
4,0,0,0,0,55,62,1,0,1
4,0,1,1,1,48,46,1,0,1
4,0,0,0,0,57,68,1,0,1
4,0,1,0,0,58,64,1,0,1
4,0,0,0,1,59,61,1,0,1
4,0,0,0,0,56,64,1,0,1
4,0,1,0,0,63,72,1,0,1
4,0,0,0,0,62,72,1,0,1
4,0,1,0,0,54,54,1,0,1
4,0,0,0,1,75,73,1,0,1
4,0,0,0,0,57,60,1,0,1
4,0,0,0,0,67,75,1,0,1
4,0,0,0,1,63,72,1,0,1
4,0,1,0,0,55,57,1,0,1
4,0,1,0,1,44,43,1,0,1
4,0,1,0,0,60,58,1,0,1
4,0,0,0,1,50,56,1,0,1
4,0,0,1,1,51,51,1,0,1
4,0,0,0,0,56,65,1,0,1
4,0,0,0,1,54,52,1,0,1
4,0,0,0,1,52,54,1,0,1
4,0,1,1,0,60,57,1,0,1
4,0,0,0,0,66,76,1,0,1
4,0,0,0,0,68,73,1,0,1
4,0,0,0,0,67,69,1,0,1
4,0,0,1,0,68,74,1,0,1
4,0,0,1,0,58,59,1,0,1
4,0,0,0,0,72,67,1,0,1
4,0,1,0,0,43,41,1,0,1
4,0,1,0,0,56,61,1,0,1
4,0,0,0,0,40,41,1,0,1
4,0,0,0,1,66,72,1,0,1
4,0,0,1,0,48,48,1,0,1
4,0,0,0,0,52,52,1,0,1
4,0,1,0,0,63,61,1,0,1
4,0,1,0,1,63,63,1,0,1
4,0,1,0,1,65,68,1,0,1
4,0,0,0,0,60,76,1,0,1
4,0,0,0,0,62,66,1,0,1
4,0,0,1,0,53,56,1,0,1
4,0,0,1,1,66,81,1,0,1
5,0,0,0,1,65,63,1,0,1
5,0,1,0,1,48,47,1,0,1
5,0,0,0,1,64,69,1,0,1
5,0,0,0,1,64,77,1,0,1
5,0,0,1,1,69,69,1,0,1
5,0,0,0,0,47,45,1,0,1
5,0,0,1,1,75,77,1,0,1
5,0,1,0,1,68,65,1,0,1
5,0,1,0,1,56,56,1,0,1
5,0,1,0,1,77,87,1,0,1
5,0,0,0,1,57,51,1,0,1
5,0,1,0,0,53,56,1,0,1
5,0,0,0,1,43,40,1,0,1
5,0,0,0,0,53,58,1,0,1
5,0,0,0,1,59,59,1,0,1
5,0,0,0,1,55,58,1,0,1
5,0,1,0,0,68,72,1,0,1
5,0,0,1,1,65,70,1,0,1
5,0,1,0,1,65,63,1,0,1
5,0,1,0,1,53,50,1,0,1
5,0,1,0,1,54,57,1,0,1
5,0,0,1,0,79,72,1,0,1
5,0,0,0,1,72,75,1,0,1
5,0,1,0,0,44,36,1,0,1
5,0,0,0,1,62,66,1,0,1
5,0,1,1,1,61,64,1,0,1
5,0,0,0,1,64,66,1,0,1
5,0,0,1,0,69,68,1,0,1
5,0,0,0,0,55,54,1,0,1
5,0,0,0,0,69,71,1,0,1
5,0,1,0,0,66,71,1,0,1
5,0,0,0,1,49,45,1,0,1
5,0,1,0,1,59,63,1,0,1
5,0,1,0,1,60,60,1,0,1
5,0,0,1,0,63,70,1,0,1
5,0,1,1,0,60,65,1,0,1
5,0,1,1,1,63,64,1,0,1
5,0,1,0,0,59,62,1,0,1
5,0,0,0,1,101,109,1,0,1
5,0,0,0,0,57,60,1,0,1
5,0,1,0,1,73,71,1,0,1
5,0,0,0,1,52,53,1,0,1
5,0,0,1,0,59,66,1,0,1
5,0,0,0,1,42,45,1,0,1
5,0,0,0,1,57,64,1,0,1
5,0,0,0,1,67,75,1,0,1
5,0,1,0,1,56,59,1,0,1
5,0,0,0,1,52,57,1,0,1
5,0,0,0,1,49,43,1,0,1
5,0,0,0,0,67,85,1,0,1
5,0,1,1,0,64,62,1,0,1
5,0,1,0,1,70,67,1,0,1
5,0,0,0,1,55,61,1,0,1
5,0,0,1,0,72,79,1,0,1
5,0,1,0,0,70,81,1,0,1
5,0,1,0,0,57,64,1,0,1
5,0,0,1,0,67,77,1,0,1
5,0,0,0,1,48,45,1,0,1
5,0,1,0,1,59,61,1,0,1
5,0,1,0,1,74,80,1,0,1
5,0,0,1,0,53,50,1,0,1
5,0,0,0,1,60,63,1,0,1
5,0,0,0,1,80,83,1,0,1
6,1,0,1,0,82,92,1,0,1
6,1,1,0,1,53,66,1,0,1
6,1,0,0,1,53,61,1,0,1
6,1,0,1,0,47,50,1,0,1
6,1,1,1,1,52,56,1,0,1
6,1,1,0,0,59,68,1,0,1
6,1,1,0,1,47,47,1,0,1
6,1,0,0,1,57,60,1,0,1
6,1,1,1,0,50,62,1,0,1
6,1,0,0,0,53,62,1,0,1
6,1,0,0,0,65,79,1,0,1
6,1,0,0,1,35,35,1,0,1
6,1,1,0,1,69,77,1,0,1
6,1,1,0,1,52,56,1,0,1
6,1,0,0,1,49,52,1,0,1
6,1,0,1,0,57,73,1,0,1
6,1,1,1,0,75,95,1,0,1
6,1,1,0,1,59,62,1,0,1
6,1,0,0,1,67,67,1,0,1
6,1,1,1,0,42,49,1,0,1
6,1,0,0,1,60,61,1,0,1
6,1,1,0,0,41,48,1,0,1
6,1,0,1,1,47,49,1,0,1
6,1,1,0,1,62,58,1,0,1
6,1,0,0,1,57,53,1,0,1
6,1,0,1,1,51,53,1,0,1
6,1,0,0,1,58,63,1,0,1
6,1,1,0,1,56,64,1,0,1
6,1,1,1,0,58,63,1,0,1
6,1,1,1,1,46,46,1,0,1
6,1,0,1,1,54,65,1,0,1
6,1,1,0,1,61,77,1,0,1
6,1,0,0,1,59,66,1,0,1
6,1,0,0,0,55,79,1,0,1
6,1,0,0,1,62,55,1,0,1
6,1,1,0,0,49,58,1,0,1
6,1,0,1,0,58,64,1,0,1
6,1,1,1,1,57,61,1,0,1
6,1,1,0,1,49,57,1,0,1
6,1,1,1,0,64,74,1,0,1
6,1,0,0,1,74,76,1,0,1
6,1,0,1,0,54,66,1,0,1
6,1,1,0,1,50,45,1,0,1
6,1,1,0,1,37,41,1,0,1
6,1,1,1,1,53,62,1,0,1
6,1,1,0,1,50,53,1,0,1
6,1,0,1,0,45,59,1,0,1
6,1,1,0,1,52,53,1,0,1
6,1,0,0,1,39,46,1,0,1
6,1,0,1,0,53,53,1,0,1
6,1,0,1,1,66,75,1,0,1
6,1,0,0,1,48,50,1,0,1
6,1,0,0,0,56,64,1,0,1
6,1,0,0,0,45,41,1,0,1
6,1,0,0,0,54,69,1,0,1
6,1,1,0,1,59,67,1,0,1
6,1,1,0,0,60,70,1,0,1
6,1,1,1,1,65,89,1,0,1
6,1,0,0,1,50,50,1,0,1
6,1,0,0,1,46,56,1,0,1
6,1,0,0,0,46,49,1,0,1
6,1,0,0,0,52,51,1,0,1
6,1,1,0,1,70,85,1,0,1
6,1,0,1,1,44,56,1,0,1
6,1,1,0,0,51,60,1,0,1
6,1,0,1,1,58,69,1,0,1
6,1,1,0,0,46,60,1,0,1
6,1,0,0,1,55,52,1,0,1
6,1,0,1,1,55,60,1,0,1
6,1,1,1,1,68,80,1,0,1
6,1,1,0,0,56,56,1,0,1
6,1,1,0,1,43,46,1,0,1
6,1,0,1,0,57,67,1,0,1
6,1,0,0,1,61,87,1,0,1
6,1,1,1,1,49,48,1,0,1
7,1,0,0,1,57,62,2,0,1
7,1,1,0,1,56,61,2,0,1
7,1,0,1,0,63,66,2,0,1
7,1,0,0,1,52,56,2,0,1
7,1,1,0,1,54,53,2,0,1
7,1,0,0,1,50,56,2,0,1
7,1,1,0,1,55,59,2,0,1
7,1,1,0,1,61,76,2,0,1
7,1,1,1,1,54,65,2,0,1
7,1,1,1,1,57,62,2,0,1
7,1,0,0,0,57,69,2,0,1
7,1,0,0,0,67,69,2,0,1
7,1,1,1,1,57,63,2,0,1
7,1,1,0,1,52,59,2,0,1
7,1,1,0,1,57,56,2,0,1
7,1,1,1,1,63,72,2,0,1
7,1,1,0,0,60,60,2,0,1
7,1,0,1,1,49,62,2,0,1
7,1,1,0,1,36,44,2,0,1
7,1,0,0,1,66,76,2,0,1
7,1,1,0,0,69,74,2,0,1
7,1,1,0,0,51,67,2,0,1
8,1,0,0,1,59,68,2,0,1
8,1,1,0,1,54,62,2,0,1
8,1,0,0,0,46,60,2,0,1
8,1,0,0,1,49,54,2,0,1
8,1,1,0,1,46,55,2,0,1
8,1,1,0,0,63,80,2,0,1
8,1,1,0,1,51,57,2,0,1
8,1,1,0,0,55,61,2,0,1
8,1,1,0,0,56,63,2,0,1
8,1,0,0,0,50,52,2,0,1
8,1,0,0,0,56,71,2,0,1
8,1,1,0,0,72,78,2,0,1
8,1,0,0,0,65,78,2,0,1
8,1,1,0,0,59,68,2,0,1
8,1,1,0,1,39,46,2,0,1
8,1,0,0,1,50,61,2,0,1
8,1,1,0,1,39,38,2,0,1
8,1,0,0,0,42,54,2,0,1
8,1,0,0,0,38,54,2,0,1
8,1,0,0,1,48,60,2,0,1
8,1,1,0,1,52,60,2,0,1
8,1,0,0,1,60,74,2,0,1
8,1,1,0,0,52,57,2,0,1
8,1,1,0,1,58,63,2,0,1
8,1,1,0,0,77,93,2,0,1
8,1,0,0,1,36,44,2,0,1
8,1,1,0,1,47,54,2,0,1
8,1,1,0,1,61,70,2,0,1
8,1,1,0,1,54,60,2,0,1
8,1,1,0,1,52,55,2,0,1
8,1,0,0,0,71,79,2,0,1
8,1,1,0,1,52,56,2,0,1
8,1,0,0,1,59,64,2,0,1
8,1,0,0,1,39,50,2,0,1
8,1,1,0,1,49,57,2,0,1
8,1,1,0,1,54,57,2,0,1
8,1,1,1,1,71,85,2,0,1
8,1,1,0,0,54,67,2,0,1
8,1,1,0,0,54,62,2,0,1
8,1,1,0,0,60,69,2,0,1
8,1,0,0,1,54,68,2,0,1
8,1,1,0,1,53,55,2,0,1
8,1,1,0,0,58,72,2,0,1
8,1,0,0,1,49,50,2,0,1
8,1,1,0,0,37,40,2,0,1
8,1,1,0,1,64,79,2,0,1
8,1,1,0,1,62,68,2,0,1
8,1,1,0,1,63,71,2,0,1
8,1,1,0,0,58,73,2,0,1
8,1,1,0,1,53,59,2,0,1
8,1,0,0,1,54,63,2,0,1
8,1,1,0,0,53,56,2,0,1
9,1,1,0,1,66,72,2,0,1
9,1,0,0,1,49,56,2,0,1
9,1,0,0,1,52,62,2,0,1
9,1,0,1,1,55,66,2,0,1
9,1,0,0,1,72,83,2,0,1
9,1,0,0,1,66,72,2,0,1
9,1,0,0,1,47,51,2,0,1
9,1,1,0,1,56,60,2,0,1
9,1,0,0,1,58,69,2,0,1
9,1,1,0,1,44,58,2,0,1
9,1,0,1,1,59,67,2,0,1
9,1,0,0,1,50,56,2,0,1
9,1,0,0,1,47,53,2,0,1
9,1,0,0,1,53,63,2,0,1
9,1,0,0,1,62,74,2,0,1
9,1,0,0,1,46,56,2,0,1
9,1,0,0,1,49,57,2,0,1
9,1,1,0,1,73,84,2,0,1
9,1,1,0,1,52,63,2,0,1
9,1,0,0,1,53,62,2,0,1
9,1,1,0,1,65,78,2,0,1
10,1,0,0,1,59,68,2,0,1
10,1,0,1,1,59,76,2,0,1
10,1,0,0,1,55,72,2,0,1
10,1,0,0,1,59,69,2,0,1
10,1,0,0,1,66,71,2,0,1
10,1,1,0,0,46,46,2,0,1
10,1,0,0,1,58,68,2,0,1
10,1,1,0,1,53,69,2,0,1
10,1,0,0,1,56,58,2,0,1
10,1,0,0,1,41,44,2,0,1
10,1,1,0,1,46,58,2,0,1
10,1,1,1,1,53,60,2,0,1
10,1,0,0,1,48,53,2,0,1
10,1,0,0,1,52,56,2,0,1
10,1,0,0,1,65,73,2,0,1
10,1,0,0,0,57,69,2,0,1
10,1,0,1,1,46,48,2,0,1
10,1,0,0,1,45,48,2,0,1
10,1,0,1,1,60,75,2,0,1
10,1,0,0,1,58,59,2,0,1
10,1,1,0,1,48,55,2,0,1
10,1,1,0,1,47,58,2,0,1
11,0,0,0,0,61,71,2,0,1
11,0,0,0,1,47,40,2,0,1
11,0,0,0,1,71,77,2,0,1
11,0,1,0,0,67,66,2,0,1
11,0,0,0,1,69,69,2,0,1
11,0,0,0,1,60,56,2,0,1
11,0,1,0,1,51,59,2,0,1
11,0,1,0,1,44,47,2,0,1
11,0,1,0,0,62,56,2,0,1
11,0,0,0,1,66,60,2,0,1
11,0,1,0,0,64,69,2,0,1
11,0,1,0,1,57,53,2,0,1
11,0,1,0,1,60,62,2,0,1
11,0,1,0,1,56,55,2,0,1
11,0,1,0,1,53,42,2,0,1
11,0,0,0,1,52,49,2,0,1
11,0,0,1,1,49,58,2,0,1
11,0,0,0,0,47,43,2,0,1
11,0,1,0,1,63,54,2,0,1
11,0,1,0,1,54,62,2,0,1
11,0,1,0,1,46,37,2,0,1
11,0,0,0,1,52,53,2,0,1
11,0,1,0,1,49,47,2,0,1
11,0,1,0,1,52,56,2,0,1
11,0,1,0,0,56,59,2,0,1
11,0,0,0,1,57,63,2,0,1
11,0,1,0,1,59,63,2,0,1
11,0,0,0,1,67,73,2,0,1
11,0,1,0,1,53,59,2,0,1
11,0,0,0,1,58,51,2,0,1
11,0,1,0,0,83,81,2,0,1
11,0,1,0,0,73,64,2,0,1
11,0,0,1,1,53,62,2,0,1
11,0,0,0,1,55,62,2,0,1
11,0,0,1,1,51,60,2,0,1
11,0,0,0,1,45,35,2,0,1
11,0,1,0,1,53,54,2,0,1
11,0,1,0,1,52,46,2,0,1
11,0,1,0,1,45,55,2,0,1
11,0,1,0,1,60,53,2,0,1
11,0,0,1,1,59,62,2,0,1
11,0,1,0,1,67,67,2,0,1
11,0,1,0,1,45,53,2,0,1
11,0,0,0,1,71,76,2,0,1
11,0,1,0,1,43,47,2,0,1
11,0,1,0,0,58,50,2,0,1
11,0,0,0,1,47,56,2,0,1
11,0,1,0,1,64,76,2,0,1
11,0,0,0,1,68,63,2,0,1
11,0,0,0,0,52,57,2,0,1
11,0,1,1,1,58,68,2,0,1
11,0,1,0,0,68,72,2,0,1
11,0,0,0,0,49,64,2,0,1
11,0,1,0,1,49,43,2,0,1
11,0,1,0,1,56,61,2,0,1
11,0,1,0,1,61,50,2,0,1
12,0,0,0,0,69,72,2,0,1
12,0,1,0,0,53,55,2,0,1
12,0,1,0,1,45,48,2,0,1
12,0,0,0,1,52,56,2,0,1
12,0,0,1,1,53,53,2,0,1
12,0,0,1,1,57,39,2,0,1
12,0,0,0,1,50,50,2,0,1
12,0,0,0,1,60,57,2,0,1
12,0,0,0,1,50,44,2,0,1
12,0,1,0,1,62,54,2,0,1
12,0,1,0,1,47,51,2,0,1
12,0,1,0,1,50,55,2,0,1
12,0,0,0,1,51,60,2,0,1
12,0,0,0,1,53,57,2,0,1
12,0,1,0,1,50,38,2,0,1
12,0,1,0,1,64,54,2,0,1
12,0,1,0,0,55,66,2,0,1
12,0,0,0,1,53,58,2,0,1
12,0,0,0,1,41,48,2,0,1
12,0,1,0,1,50,36,2,0,1
12,0,1,0,1,66,65,2,0,1
12,0,0,0,1,49,52,2,0,1
12,0,1,1,0,52,34,2,0,1
12,0,0,1,1,63,63,2,0,1
12,0,0,0,0,72,71,2,0,1
12,0,0,0,1,49,58,2,0,1
12,0,1,1,1,48,40,2,0,1
12,0,0,0,1,55,54,2,0,1
12,0,1,1,1,38,37,2,0,1
12,0,1,1,1,38,44,2,0,1
12,0,0,0,1,61,51,2,0,1
12,0,0,0,1,52,53,2,0,1
12,0,1,0,0,54,55,2,0,1
12,0,0,0,1,53,68,2,0,1
12,0,0,0,0,53,66,2,0,1
12,0,1,0,1,65,54,2,0,1
12,0,1,0,1,52,55,2,0,1
12,0,1,0,0,59,54,2,0,1
12,0,0,0,1,50,56,2,0,1
12,0,1,1,0,65,57,2,0,1
12,0,0,0,1,62,57,2,0,1
12,0,1,0,1,46,53,2,0,1
13,1,1,1,1,57,67,2,0,1
13,1,0,0,1,57,73,2,0,1
13,1,0,0,1,55,61,2,0,1
13,1,0,0,1,64,66,2,0,1
13,1,0,0,1,56,66,2,0,1
13,1,1,0,1,47,52,2,0,1
13,1,0,0,0,47,50,2,0,1
13,1,0,0,1,41,47,2,0,1
13,1,1,0,1,65,78,2,0,1
13,1,1,0,1,59,71,2,0,1
13,1,1,0,1,42,53,2,0,1
13,1,1,0,1,56,64,2,0,1
13,1,0,0,1,65,77,2,0,1
13,1,1,1,1,56,67,2,0,1
13,1,1,0,1,53,61,2,0,1
13,1,1,0,1,40,50,2,0,1
13,1,0,0,1,51,62,2,0,1
13,1,1,0,1,39,46,2,0,1
13,1,0,1,1,53,68,2,0,1
13,1,0,0,1,47,55,2,0,1
13,1,0,0,1,49,52,2,0,1
13,1,0,0,1,46,55,2,0,1
13,1,0,0,1,64,77,2,0,1
13,1,0,0,0,54,63,2,0,1
13,1,1,0,1,45,56,2,0,1
13,1,0,0,1,60,69,2,0,1
13,1,0,0,1,59,66,2,0,1
13,1,1,1,1,40,46,2,0,1
13,1,0,0,1,57,66,2,0,1
13,1,0,0,1,63,72,2,0,1
13,1,0,0,1,44,53,2,0,1
13,1,1,0,1,52,60,2,0,1
13,1,0,0,1,49,52,2,0,1
13,1,1,1,1,54,56,2,0,1
13,1,0,0,1,61,74,2,0,1
13,1,1,0,1,37,47,2,0,1
13,1,0,0,1,55,66,2,0,1
13,1,1,0,1,62,77,2,0,1
13,1,0,0,0,53,61,2,0,1
13,1,1,0,1,46,51,2,0,1
13,1,0,0,1,44,52,2,0,1
13,1,1,0,1,38,40,2,0,1
13,1,0,1,1,42,51,2,0,1
13,1,0,0,1,58,73,2,0,1
14,1,1,0,0,60,76,2,0,1
14,1,1,0,1,61,76,2,0,1
14,1,0,0,1,60,76,2,0,1
14,1,1,0,1,69,87,2,0,1
14,1,1,0,1,53,57,2,0,1
14,1,1,0,0,58,72,2,0,1
14,1,1,0,0,53,69,2,0,1
14,1,0,0,1,53,65,2,0,1
14,1,1,1,0,60,72,2,0,1
14,1,1,0,1,48,56,2,0,1
14,1,1,0,1,62,61,2,0,1
14,1,0,1,1,58,71,2,0,1
14,1,1,0,1,54,66,2,0,1
14,1,1,0,1,60,67,2,0,1
14,1,0,0,1,60,73,2,0,1
14,1,0,0,1,53,64,2,0,1
14,1,1,0,1,66,80,2,0,1
14,1,1,0,0,57,65,2,0,1
14,1,0,0,1,50,54,2,0,1
14,1,0,0,1,69,78,2,0,1
14,1,1,0,1,65,65,2,0,1
14,1,1,0,1,45,59,2,0,1
14,1,0,1,0,57,78,2,0,1
14,1,1,0,1,55,65,2,0,1
14,1,1,0,1,60,61,2,0,1
14,1,0,0,1,53,58,2,0,1
14,1,1,0,1,64,86,2,0,1
14,1,0,0,0,49,57,2,0,1
14,1,1,0,1,48,53,2,0,1
14,1,0,0,1,64,78,2,0,1
14,1,1,0,1,50,57,2,0,1
14,1,0,0,1,56,68,2,0,1
14,1,1,0,0,57,71,2,0,1
14,1,0,0,1,58,72,2,0,1
14,1,0,1,1,53,72,2,0,1
14,1,1,1,1,47,48,2,0,1
14,1,0,0,1,54,55,2,0,1
14,1,0,0,0,53,70,2,0,1
14,1,0,1,1,54,68,2,0,1
14,1,0,1,1,51,57,2,0,1
15,1,0,0,0,46,47,2,0,0
15,1,0,1,1,56,67,2,0,0
15,1,0,1,1,38,40,2,0,0
15,1,0,1,1,32,38,2,0,0
15,1,1,1,1,53,66,2,0,0
15,1,1,1,1,43,40,2,0,0
15,1,0,1,0,40,51,2,0,0
15,1,0,1,1,45,49,2,0,0
15,1,1,1,1,59,80,2,0,0
15,1,1,1,0,47,50,2,0,0
15,1,0,1,1,57,57,2,0,0
15,1,1,1,1,38,40,2,0,0
15,1,0,1,0,46,53,2,0,0
15,1,0,1,1,54,55,2,0,0
15,1,1,1,1,40,47,2,0,0
15,1,0,1,1,46,48,2,0,0
15,1,0,1,1,59,68,2,0,0
15,1,1,1,1,52,63,2,0,0
15,1,1,1,1,25,17,2,0,0
15,1,0,1,1,37,38,2,0,0
15,1,0,1,1,45,52,2,0,0
15,1,1,1,1,45,57,2,0,0
15,1,1,1,1,54,64,2,0,0
15,1,1,1,1,52,55,2,0,0
15,1,1,1,1,53,64,2,0,0
15,1,1,1,1,42,49,2,0,0
15,1,0,1,1,48,44,2,0,0
15,1,1,1,1,51,60,2,0,0
15,1,0,0,1,37,54,2,0,0
15,1,1,1,1,50,54,2,0,0
15,1,1,0,1,55,71,2,0,0
15,1,1,1,1,50,58,2,0,0
15,1,0,1,0,48,59,2,0,0
15,1,1,1,1,59,64,2,0,0
15,1,1,1,1,56,67,2,0,0
15,1,1,1,1,36,42,2,0,0
15,1,1,1,1,56,73,2,0,0
15,1,1,1,1,35,38,2,0,0
15,1,1,1,1,31,34,2,0,0
15,1,0,1,1,42,37,2,0,0
15,1,1,1,1,58,57,2,0,0
15,1,0,1,1,47,55,2,0,0
15,1,0,0,0,53,62,2,0,0
15,1,0,1,1,36,44,2,0,0
15,1,1,1,1,45,50,2,0,0
15,1,0,1,1,55,55,2,0,0
15,1,0,1,1,44,52,2,0,0
15,1,0,1,1,45,54,2,0,0
15,1,1,1,1,51,60,2,0,0
15,1,1,1,1,39,49,2,0,0
15,1,0,1,1,30,33,2,0,0
15,1,1,1,1,45,49,2,0,0
15,1,1,0,0,55,72,2,0,0
15,1,1,1,1,36,51,2,0,0
